"","mean","sd"
"RRAGA",8.33916603014706,0.39524935985583
"IER3",8.38374199443838,0.706534394475986
"EIF2B1",7.87150019294992,0.491661048377615
"BST2",8.32875168368722,0.569992348811565
"IFNGR2",9.90768989825266,0.439555703625481
"UBE2L6",9.38983808648801,0.564773643218308
"COPS5",7.68257390223344,0.477512095651126
"TIMP1",10.2595400451924,0.548185617859266
"GJA1",3.01874703566717,0.166423787480189
"GYS1",6.26199771172242,0.338506596035674
"PNP",8.31130910262421,0.631900790910673
"DNMT1",7.36956637241658,0.575632774360882
"PSMC6",7.63333771039898,0.800038191944867
"PSMD7",8.45723063864205,0.295204182344186
"MYBL2",5.75655697175271,0.337926642366211
"TUBG1",4.98186759046863,0.386347253968315
"ACIN1",7.10058234765453,0.308297642299437
"MRPL49",8.07288102743602,0.318832123197447
"CDC123",7.98403734347017,0.385554965300072
"SGK1",9.1714111956941,0.754086283975313
"CD14",10.6094484989985,0.70356546558646
"JOSD1",7.9584192500513,0.460947740714276
"COX6C",8.38574512505932,0.681631947268103
"RPA2",7.74678473135167,0.420258900940642
"NDUFS5",8.58443014198217,0.585392462397575
"TSG101",8.63802098368742,0.280561109554197
"WSB2",8.51722837625584,0.557113333161516
"SNRPA",7.97130351759518,0.503678007403605
"SCAMP3",7.97943877567793,0.31196987525447
"NCAPD2",5.8536935342069,0.41271223896861
"ADAR",10.7224768671641,0.334528884664528
"AEBP1",5.35879573569433,0.327700748131917
"LBR",9.56553998352687,0.600531327783451
"PRKAG1",7.6596470426792,0.301163205308419
"GBAS",7.29298789155693,0.644246878470199
"LPCAT1",9.10398431282794,0.37311285417244
"KRT5",4.01246531296398,0.250116092304038
"SMARCD2",7.57746439498579,0.362223140726503
"FAM127A",7.8626432945878,0.401223337922244
"EPCAM",2.89000593841582,0.388199688196966
"NEDD8",9.03039432414322,0.326253607818716
"HSPB1",7.17495283308449,0.507232019128832
"CAPG",8.60462119302405,0.533797036523928
"SH3GL1",6.89572029174415,0.360804347061797
"CDC25B",8.9372358066004,0.720314491279019
"PLAT",3.16162514670671,0.13411117583702
"FAM32A",8.36899901939046,0.263147168594212
"GDI1",8.29815160488428,0.357421014278336
"TOMM34",6.1606707782567,0.311079328284573
"IMPDH2",8.23540641085699,0.557485607135284
"CKS1B",5.9588299911674,0.426945765116054
"AKR1A1",8.04841024543699,0.531563148677402
"UQCRC1",8.8510900350966,0.447849254495707
"RPS4Y1",8.72491159160616,3.01829383313283
"COASY",7.53439252403989,0.263597602405291
"NSA2",9.16940581493917,0.651070064697043
"PRDX4",6.98960627359178,0.66407848772074
"ETFA",8.11366550008037,0.486343995324397
"CHMP1A",7.91772022629193,0.331644044161306
"WDR82",9.36274599384347,0.342819361873089
"CDK2AP1",8.35084984994308,0.605604365724739
"PLK2",3.13989833140006,0.310066958982872
"HEXB",9.3112004374865,0.462763910950993
"FURIN",7.59948024008169,0.474732711310288
"GNL2",5.98566758623708,0.434756980140457
"CIB1",8.95320850289368,0.451984666048221
"ARPC1B",10.790824389652,0.381197613118728
"GNPAT",7.69119548440338,0.476689598996993
"NDUFS2",8.4223572878872,0.340509707436348
"PGM1",7.70358423526242,0.439718457433707
"KIAA0196",6.64971024990682,0.347069998055837
"DYNLT1",10.5056047111567,0.450002147766518
"TWF2",7.8425368986203,0.26013637637143
"MEST",4.43671384473738,0.479663638127511
"EPHX1",5.18123337982413,0.320114924785843
"LTF",8.93198533852879,1.70764388115372
"ALDOC",6.49617111204431,0.309445426952572
"EFNA1",4.5400141697222,0.315046767740167
"ASNA1",7.60671537541723,0.366756582558662
"TMEM184B",6.87825277910034,0.343451243072532
"BCKDK",6.76494044543236,0.372223586920772
"UBE4A",9.00125954801373,0.459294955717089
"FIBP",8.12900932544001,0.385038078915033
"HARS",7.21958307867484,0.385834962619297
"SMS",6.84802087602396,0.454786161603551
"RAI14",3.3140933288547,0.181781464649449
"CTR9",7.43614990841572,0.542439169398265
"SDC4",5.18516022415483,0.358266810454647
"PLTP",4.1410892098209,0.251390686647319
"BIRC2",8.95875960971797,0.630766550426386
"NDUFAB1",8.9722314507596,0.549765158827071
"COPS3",8.044998227642,0.440941294890924
"IER2",10.8045554604067,0.409620207194469
"MX1",8.86114845598382,1.03515372580329
"CTSL",6.32559037860497,0.545672920584214
"ARL2BP",7.54293357108304,0.411862755060313
"PAF1",6.65929489677015,0.334765132559003
"TSPO",10.5547609966236,0.528421403944076
"IGBP1",8.30006852470416,0.332444184337163
"MCM2",5.8469848781296,0.363354049876615
"PEPD",6.75542445107516,0.425216564015215
"ARFIP2",6.86328623918861,0.31522421662847
"SLC4A2",6.25427880412606,0.323274284823502
"DPF2",8.21550193498955,0.336763024480589
"CHMP2A",9.57174098194033,0.393012334702928
"PLIN3",8.39444315552039,0.511894548486343
"ABL1",6.51317046266953,0.323169163967017
"ACTR1B",7.34691036008508,0.249547335730608
"LY6E",7.93409299488424,0.881039995531148
"PYCR1",5.85797866937033,0.263485575205136
"UBAC1",7.74507834666182,0.431586249410383
"PKN1",7.39976091930056,0.39786908517622
"MMS19",7.11727026330642,0.396770273740479
"CHPF",5.42761546721038,0.287156428701458
"ERCC3",6.51492594073436,0.315029873282407
"PRKCZ",7.09656443531065,0.416147041315406
"BLMH",6.04628430149054,0.377241018820479
"MVP",8.87695859499835,0.490299311588164
"KIAA0247",9.37576077918212,0.448920812492822
"KAT2A",6.59829954720998,0.255969339574845
"PLOD3",6.89786348075191,0.317918271156725
"BLVRB",10.4332022286775,0.723968894587978
"VASP",8.98233712261947,0.424665635809885
"ARFGAP3",7.34592305071908,0.495194370341071
"STT3A",6.20056979002389,0.418931697936272
"NPTN",9.65568240427808,0.676413228120497
"UQCRH",9.14326606428798,0.505420176282946
"PARP4",9.00918990847067,0.377340204477757
"PLK1",4.47814196792108,0.24656048806319
"TSPAN7",4.50205378406267,0.528009724869838
"CDK4",7.12401260852674,0.539068482949876
"PRPF3",7.36654819468692,0.384683776369412
"RAB13",6.3639477380196,0.546597182300897
"STXBP1",3.79333742615975,0.272652639655814
"VPS72",7.54305518363541,0.380758413918617
